Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working.,Husbands_occupation,Standard.of.living_index,Media_exposure,class
47.0,4,4,4.0,1,0,1,4,0,majority
28.0,4,4,4.0,1,1,1,3,0,majority
21.0,2,2,1.0,1,1,3,2,0,majority
32.0,3,3,6.0,1,0,3,3,0,majority
30.0,3,4,2.0,1,1,1,4,0,majority
37.0,4,4,5.0,1,1,3,4,0,majority
29.0,4,3,4.0,1,0,3,2,0,majority
38.0,4,4,3.0,1,0,1,4,0,majority
49.0,3,3,11.0,1,1,1,4,0,majority
41.0,3,3,5.0,1,1,1,4,0,majority
43.0,3,4,5.0,1,1,3,2,1,majority
47.0,1,1,10.0,1,1,3,3,0,majority
22.0,4,4,1.0,1,1,1,3,0,majority
27.0,4,4,1.0,0,0,1,4,0,majority
34.0,3,4,2.0,0,1,2,3,0,majority
42.0,3,3,4.0,1,1,2,4,0,majority
39.0,4,4,3.0,0,0,1,4,0,majority
36.0,4,4,3.0,0,1,2,4,0,majority
21.0,4,4,1.0,1,1,2,1,0,majority
36.0,3,4,4.0,0,0,2,4,0,majority
25.0,2,3,1.0,1,0,4,4,0,majority
41.0,4,4,4.0,0,0,2,4,0,majority
32.0,4,4,4.0,0,0,2,4,0,majority
41.0,4,4,4.0,0,0,2,4,0,majority
43.0,4,4,3.0,0,1,1,4,0,majority
35.0,4,4,3.0,1,1,2,3,0,majority
24.0,4,4,2.0,1,0,1,3,0,majority
43.0,4,4,6.0,1,1,1,4,0,majority
48.0,4,4,7.0,0,1,1,4,0,majority
28.0,4,4,2.0,1,1,1,3,0,majority
24.0,4,4,1.0,1,1,1,4,0,majority
42.0,4,4,3.0,1,0,1,4,0,majority
39.0,4,4,3.0,1,1,1,4,0,majority
24.0,4,4,1.0,1,1,1,4,0,majority
33.0,4,3,5.0,1,1,2,4,0,majority
29.0,4,4,2.0,1,1,3,4,0,majority
44.0,4,4,5.0,1,1,1,4,0,majority
17.0,4,4,1.0,1,1,2,4,0,majority
35.0,3,4,3.0,1,1,2,2,0,majority
32.0,3,4,5.0,1,1,1,2,0,majority
27.0,4,4,2.0,1,0,1,3,0,majority
44.0,4,4,4.0,1,1,1,4,0,majority
42.0,4,4,5.0,1,1,1,4,0,majority
40.0,4,4,6.0,1,1,1,3,0,majority
44.0,4,4,3.0,1,1,1,4,0,majority
33.0,4,4,5.0,1,1,2,4,0,majority
35.0,2,4,3.0,0,0,3,4,1,majority
31.0,4,2,2.0,0,1,1,3,0,majority
37.0,4,4,3.0,0,1,3,4,0,majority
45.0,4,4,3.0,0,1,2,4,0,majority
26.0,4,4,2.0,0,1,1,4,0,majority
40.0,3,4,2.0,0,1,3,4,0,majority
30.0,4,4,1.0,0,1,2,4,0,majority
36.0,3,4,3.0,0,0,3,4,0,majority
33.0,3,4,3.0,0,1,2,4,0,majority
41.0,4,4,5.0,0,1,2,4,0,majority
45.0,3,3,6.0,0,1,2,4,0,majority
48.0,4,4,6.0,0,1,2,4,0,majority
35.0,4,4,3.0,0,0,3,4,0,majority
37.0,4,4,4.0,0,0,2,4,0,majority
46.0,4,4,3.0,0,0,1,4,0,majority
38.0,4,4,4.0,0,1,3,4,0,majority
30.0,3,4,7.0,1,1,2,4,0,majority
42.0,4,3,7.0,1,0,1,4,0,majority
35.0,2,2,6.0,1,1,3,4,0,majority
34.0,4,4,6.0,1,1,3,4,0,majority
37.0,4,4,4.0,1,1,1,4,0,majority
38.0,4,4,6.0,1,1,1,4,0,majority
30.0,3,3,2.0,1,1,2,3,0,majority
46.0,4,4,4.0,1,1,1,4,0,majority
31.0,4,4,3.0,0,1,2,4,0,majority
41.0,4,4,6.0,0,1,1,4,0,majority
41.0,4,4,7.0,1,1,2,4,0,majority
32.0,4,4,2.0,0,0,2,4,0,majority
44.0,4,4,4.0,1,1,1,4,0,majority
39.0,4,4,4.0,0,1,1,4,0,majority
39.0,4,4,5.0,1,1,1,4,0,majority
45.0,4,4,4.0,1,1,1,4,0,majority
33.0,4,4,3.0,1,1,1,4,0,majority
39.0,4,4,3.0,0,1,1,4,0,majority
44.0,4,4,3.0,1,0,1,4,0,majority
34.0,3,3,6.0,1,1,3,4,0,majority
33.0,3,3,5.0,1,1,3,4,0,majority
34.0,2,2,8.0,1,1,2,2,0,majority
27.0,3,2,5.0,1,1,2,4,0,majority
47.0,1,1,8.0,1,1,3,4,1,majority
25.0,2,4,3.0,1,1,1,4,1,majority
24.0,3,4,5.0,1,1,1,2,1,majority
41.0,4,4,4.0,1,0,1,4,0,majority
29.0,3,3,4.0,1,1,3,4,0,majority
27.0,2,2,5.0,1,1,3,1,0,majority
40.0,3,4,5.0,1,1,1,2,0,majority
30.0,2,2,6.0,1,1,3,1,0,majority
24.0,4,4,1.0,1,0,1,4,0,majority
36.0,4,4,2.0,1,0,1,4,0,majority
17.0,2,2,1.0,1,1,3,2,0,majority
28.0,1,2,4.0,1,1,2,3,0,majority
27.0,2,4,1.0,1,1,1,4,0,majority
21.0,3,3,1.0,1,1,3,3,0,majority
30.0,2,2,4.0,1,1,2,4,0,majority
48.0,4,4,16.0,1,1,1,4,0,majority
29.0,2,4,3.0,1,0,3,3,0,majority
29.0,4,4,2.0,1,1,3,4,0,majority
20.0,3,4,2.0,1,1,1,3,0,majority
28.0,4,4,1.0,1,1,3,2,0,majority
32.0,2,3,5.0,1,0,2,3,0,majority
27.0,3,3,1.0,1,0,3,3,0,majority
25.0,2,3,1.0,1,1,3,1,0,majority
43.0,4,4,3.0,1,1,1,4,0,majority
35.0,4,4,2.0,1,1,2,4,0,majority
30.0,4,4,1.0,1,1,1,4,0,majority
29.0,1,4,3.0,1,1,4,4,1,majority
33.0,3,4,8.0,1,1,3,4,0,majority
37.0,3,4,5.0,1,0,2,4,0,majority
27.0,2,4,3.0,1,1,4,4,0,majority
33.0,2,4,3.0,1,1,2,4,0,majority
35.0,2,3,6.0,1,0,3,3,0,majority
20.0,3,3,2.0,1,1,2,4,0,majority
26.0,2,4,3.0,1,1,3,4,0,majority
24.0,3,3,2.0,1,1,3,3,0,majority
45.0,1,3,3.0,1,1,3,2,0,majority
34.0,3,4,4.0,1,1,1,3,0,majority
49.0,4,3,13.0,1,1,1,4,0,majority
33.0,4,4,5.0,1,1,1,4,0,majority
33.0,3,3,8.0,1,1,3,4,0,majority
24.0,3,4,3.0,1,1,1,4,0,majority
30.0,2,2,4.0,1,1,2,1,0,majority
27.0,2,4,4.0,1,1,2,1,0,majority
23.0,4,3,1.0,1,1,2,2,0,majority
35.0,4,4,4.0,1,1,1,4,0,majority
35.0,4,4,1.0,0,1,1,4,0,majority
40.0,4,4,2.0,0,0,1,4,0,majority
29.0,3,3,1.0,1,1,3,3,0,majority
33.0,3,3,3.0,1,1,3,3,0,majority
36.0,4,4,6.0,0,1,1,2,1,majority
36.0,4,4,4.0,0,1,1,4,0,majority
41.0,4,4,1.0,1,1,3,3,0,majority
38.0,3,4,3.0,1,1,3,2,0,majority
29.0,2,4,3.0,1,1,3,3,0,majority
19.0,4,4,1.0,1,1,1,3,0,majority
34.0,2,3,2.0,1,1,2,3,0,majority
26.0,2,4,3.0,1,1,3,4,0,majority
22.0,4,4,1.0,1,1,2,3,0,majority
42.0,4,4,7.0,1,1,2,4,0,majority
27.0,3,4,2.0,1,1,3,2,0,majority
27.0,4,4,2.0,1,1,1,4,0,majority
39.0,4,3,1.0,1,0,2,2,0,majority
21.0,4,4,1.0,1,1,3,1,0,majority
36.0,2,3,7.0,1,1,3,3,0,majority
29.0,1,2,5.0,1,0,1,2,0,majority
29.0,2,3,4.0,1,1,2,1,0,majority
22.0,3,2,2.0,1,1,2,1,0,majority
20.0,2,3,1.0,1,1,2,1,0,majority
33.0,3,4,4.0,1,0,2,4,0,majority
27.0,3,3,3.0,1,1,2,3,0,majority
25.0,4,4,3.0,1,1,1,4,0,majority
25.0,4,3,2.0,1,1,3,3,0,majority
32.0,2,3,4.0,1,1,3,2,0,majority
39.0,3,4,2.0,1,1,1,3,0,majority
31.0,3,3,3.0,1,1,2,1,1,majority
26.0,4,4,4.0,1,1,3,4,0,majority
30.0,3,3,7.0,1,1,3,4,0,majority
43.0,3,3,5.0,1,0,3,3,0,majority
34.0,2,4,4.0,1,1,3,3,0,majority
43.0,4,4,3.0,1,1,1,4,0,majority
32.0,4,4,3.0,0,1,1,4,0,majority
41.0,4,4,5.0,1,1,1,4,0,majority
32.0,4,4,3.0,0,1,1,4,0,majority
46.0,4,4,4.0,1,1,1,4,0,majority
40.0,3,4,3.0,1,0,1,4,0,majority
21.0,4,4,1.0,1,1,2,3,0,majority
32.0,4,4,3.0,1,1,1,4,0,majority
25.0,4,4,1.0,0,1,3,3,0,majority
24.0,4,4,1.0,1,1,1,3,0,majority
21.0,2,3,1.0,1,0,3,2,0,majority
22.0,4,4,1.0,1,1,3,3,0,majority
32.0,4,4,4.0,1,1,1,3,0,majority
30.0,4,4,2.0,1,0,2,2,0,majority
25.0,1,2,2.0,1,1,2,1,0,majority
31.0,3,3,6.0,0,1,3,1,0,majority
19.0,2,4,1.0,1,1,2,3,0,majority
33.0,2,2,7.0,1,0,2,3,0,majority
24.0,2,2,2.0,1,1,3,4,0,majority
19.0,3,3,3.0,1,1,2,3,0,majority
27.0,2,2,5.0,1,1,3,3,0,majority
32.0,4,4,2.0,0,0,1,4,0,majority
32.0,4,4,2.0,1,0,1,3,0,majority
29.0,1,3,5.0,1,1,3,3,0,majority
23.0,3,4,1.0,1,1,2,3,0,majority
34.0,2,4,7.0,1,1,2,3,0,majority
27.0,2,4,1.0,1,1,3,3,0,majority
37.0,4,4,4.0,1,1,3,2,0,majority
26.0,3,4,4.0,1,1,2,3,0,majority
31.0,2,3,7.0,1,1,3,3,0,majority
44.0,4,4,11.0,1,1,1,4,0,majority
35.0,3,4,4.0,1,1,1,4,0,majority
23.0,4,4,2.0,1,1,3,4,0,majority
24.0,2,4,2.0,1,1,1,4,0,majority
24.0,4,4,2.0,1,1,1,4,0,majority
39.0,4,4,3.0,1,1,2,4,0,majority
33.0,3,4,4.0,1,1,3,3,0,majority
24.0,2,3,2.0,1,1,2,1,0,majority
35.0,4,4,4.0,1,1,1,4,0,majority
35.0,4,4,6.0,1,1,1,4,0,majority
34.0,4,4,2.0,1,1,3,3,0,majority
48.0,3,4,3.0,1,1,2,3,0,majority
28.0,4,4,1.0,1,1,1,3,0,majority
26.0,4,4,1.0,1,1,3,3,0,majority
43.0,3,3,8.0,1,1,1,3,0,majority
28.0,2,2,5.0,1,0,2,4,0,majority
22.0,3,4,3.0,1,1,2,3,0,majority
26.0,3,3,3.0,1,1,3,3,0,majority
30.0,3,4,4.0,1,1,3,3,0,majority
38.0,4,4,5.0,1,1,2,3,0,majority
44.0,4,4,8.0,1,1,2,4,0,majority
25.0,4,4,1.0,0,1,1,4,0,majority
34.0,4,4,3.0,1,1,1,4,0,majority
26.0,4,4,3.0,1,1,3,4,0,majority
20.0,4,4,2.0,1,1,1,3,0,majority
39.0,4,4,2.0,0,1,1,3,0,majority
27.0,3,4,4.0,1,1,3,3,0,majority
32.0,4,4,2.0,1,0,3,4,0,majority
48.0,3,4,8.0,1,0,1,4,0,majority
39.0,4,3,4.0,1,1,3,4,0,majority
37.0,4,4,3.0,1,0,1,4,0,majority
33.0,4,4,2.0,0,0,1,3,0,majority
32.0,4,4,3.0,1,0,1,4,0,majority
25.0,4,4,2.0,1,1,1,3,0,majority
37.0,4,4,3.0,1,1,2,4,0,majority
40.0,4,4,4.0,1,1,1,4,0,majority
38.0,4,4,6.0,1,1,2,4,0,majority
36.0,4,4,4.0,1,1,1,4,0,majority
27.0,3,3,3.0,1,1,2,2,0,majority
22.0,1,3,2.0,1,1,3,1,0,majority
22.0,2,2,2.0,1,1,2,3,0,majority
30.0,3,4,3.0,1,1,2,3,0,majority
20.0,2,2,2.0,1,1,3,2,1,majority
34.0,4,4,2.0,1,1,1,4,0,majority
31.0,3,4,5.0,1,1,3,1,0,majority
30.0,3,3,3.0,1,0,3,2,0,majority
44.0,3,4,5.0,1,0,1,4,0,majority
24.0,3,3,3.0,1,0,2,1,0,majority
19.0,4,4,2.0,1,1,1,4,0,majority
28.0,4,4,5.0,1,1,2,4,0,majority
27.0,4,4,1.0,0,0,1,3,0,majority
29.0,3,3,3.0,1,1,2,1,0,majority
37.0,4,4,3.0,1,1,2,4,0,majority
32.0,2,2,8.0,1,1,2,1,0,majority
21.0,2,2,1.0,1,1,4,3,0,majority
33.0,2,3,7.0,1,0,3,1,0,majority
23.0,2,3,2.0,1,1,3,1,0,majority
36.0,2,2,5.0,1,1,3,4,0,majority
33.0,2,4,3.0,1,1,3,4,0,majority
35.0,4,4,2.0,1,0,1,4,0,majority
25.0,2,3,4.0,1,1,3,3,0,majority
29.0,2,4,4.0,1,0,2,4,0,majority
23.0,3,3,1.0,1,1,2,2,0,majority
19.0,3,3,1.0,1,1,2,1,0,majority
35.0,1,2,6.0,1,1,2,2,1,majority
25.0,3,3,3.0,1,1,3,2,0,majority
40.0,3,4,6.0,1,1,1,3,0,majority
17.0,3,4,1.0,1,1,2,1,0,majority
25.0,2,4,3.0,1,1,3,3,0,majority
24.0,3,3,1.0,1,1,3,2,0,majority
23.0,4,4,1.0,1,1,3,3,0,majority
25.0,2,4,3.0,1,1,3,2,0,majority
30.0,1,3,4.0,1,1,3,4,0,majority
31.0,1,1,3.0,1,1,4,2,1,majority
26.0,3,4,2.0,1,1,3,3,0,majority
28.0,3,4,2.0,1,1,2,3,0,majority
30.0,3,3,3.0,1,1,3,1,0,majority
29.0,3,4,5.0,1,1,1,2,0,majority
24.0,1,3,4.0,1,1,3,3,0,majority
26.0,3,4,2.0,1,1,1,3,0,majority
25.0,3,3,3.0,1,1,3,3,0,majority
35.0,4,4,3.0,1,1,1,4,0,majority
22.0,4,4,1.0,1,0,2,4,0,majority
19.0,4,4,1.0,1,1,2,4,0,majority
29.0,2,3,5.0,1,1,2,4,0,majority
21.0,3,4,2.0,1,1,3,3,0,majority
21.0,3,3,1.0,1,1,3,3,0,majority
41.0,1,4,9.0,1,1,2,1,0,majority
37.0,2,4,3.0,1,1,2,3,0,majority
27.0,4,4,3.0,1,1,3,4,1,majority
26.0,2,3,2.0,1,1,2,3,0,majority
37.0,4,4,6.0,1,0,3,4,0,majority
25.0,3,3,3.0,1,1,2,1,0,majority
32.0,4,3,3.0,1,1,2,4,0,majority
34.0,1,4,4.0,1,1,3,4,1,majority
23.0,4,4,2.0,1,0,2,4,0,majority
28.0,3,4,2.0,1,1,3,4,0,majority
24.0,3,4,1.0,1,1,3,4,0,majority
32.0,2,3,4.0,1,0,2,2,0,majority
22.0,1,2,3.0,1,1,3,1,1,majority
25.0,3,3,1.0,1,1,2,1,0,majority
25.0,2,3,2.0,1,1,2,4,0,majority
38.0,2,3,3.0,1,1,2,4,0,majority
33.0,2,2,2.0,1,1,3,4,0,majority
41.0,4,4,8.0,1,1,1,4,0,majority
29.0,3,3,4.0,1,1,3,4,0,majority
22.0,3,4,1.0,1,0,1,4,0,majority
29.0,3,3,6.0,1,1,3,3,0,majority
26.0,3,4,3.0,1,1,3,3,0,majority
28.0,2,3,3.0,1,1,3,4,0,majority
27.0,4,4,1.0,0,1,3,4,0,majority
29.0,2,4,2.0,1,1,3,2,0,majority
24.0,3,4,2.0,1,1,3,3,0,majority
29.0,3,4,3.0,1,1,3,2,0,majority
38.0,3,4,7.0,1,1,3,2,0,majority
23.0,3,2,2.0,1,0,3,2,0,majority
20.0,4,3,1.0,1,1,3,4,0,majority
32.0,1,4,4.0,1,1,3,2,0,majority
25.0,2,3,2.0,1,1,3,1,0,majority
26.0,1,2,3.0,1,0,3,2,0,majority
23.0,1,2,3.0,1,1,3,2,1,majority
23.0,4,4,3.0,1,1,3,3,0,majority
28.0,3,4,5.0,1,1,2,4,0,majority
22.0,4,4,3.0,1,1,3,2,0,majority
28.0,2,4,4.0,1,1,3,4,0,majority
26.0,3,3,3.0,1,1,3,3,0,majority
26.0,2,3,2.0,1,1,3,3,0,majority
24.0,4,3,3.0,1,1,3,3,0,majority
29.0,4,4,3.0,1,0,1,4,0,majority
29.0,3,4,4.0,1,0,1,3,0,majority
42.0,4,4,5.0,1,1,1,4,0,majority
27.0,4,4,2.0,1,1,3,4,0,majority
35.0,3,4,5.0,1,1,1,4,0,majority
21.0,3,4,1.0,1,1,3,2,0,majority
21.0,1,3,1.0,1,1,3,3,1,majority
22.0,3,4,1.0,1,1,3,3,0,majority
28.0,3,3,4.0,1,1,3,3,0,majority
22.0,3,4,1.0,0,0,1,4,0,majority
23.0,3,2,1.0,1,1,3,3,0,majority
28.0,3,3,2.0,0,1,2,3,0,majority
30.0,4,4,3.0,0,0,2,4,0,majority
25.0,3,4,3.0,1,0,3,4,0,majority
33.0,4,4,4.0,1,1,2,3,0,majority
33.0,3,4,6.0,1,1,3,2,0,majority
30.0,4,4,2.0,0,0,3,3,0,majority
22.0,2,4,1.0,1,1,3,3,0,majority
38.0,3,3,2.0,0,1,3,4,0,majority
35.0,4,3,2.0,0,1,3,4,0,majority
34.0,2,2,4.0,0,1,3,2,0,majority
39.0,4,4,2.0,0,1,3,4,0,majority
47.0,4,3,4.0,1,1,1,3,0,majority
38.0,4,4,2.0,1,0,1,4,0,majority
43.0,4,4,5.0,1,1,1,4,0,majority
21.0,3,3,1.0,1,1,2,2,0,majority
30.0,3,4,2.0,1,1,1,2,0,majority
27.0,3,4,2.0,1,1,1,3,0,majority
22.0,4,4,1.0,0,1,3,1,0,majority
25.0,1,2,3.0,1,1,2,3,0,majority
22.0,1,3,2.0,1,1,3,2,0,majority
28.0,4,4,4.0,1,1,2,3,0,majority
25.0,3,3,2.0,1,1,2,3,0,majority
26.0,4,4,2.0,1,0,3,3,0,majority
31.0,3,3,3.0,1,1,3,1,1,majority
32.0,1,3,4.0,1,1,3,3,0,majority
35.0,2,4,6.0,1,1,3,4,0,majority
24.0,2,3,5.0,1,1,3,3,0,majority
28.0,4,4,2.0,1,1,1,4,0,majority
36.0,4,4,3.0,0,0,2,4,0,majority
47.0,4,4,5.0,1,1,1,3,0,majority
26.0,4,4,2.0,1,0,1,4,0,majority
22.0,3,4,2.0,0,1,3,4,0,majority
30.0,4,4,2.0,1,1,4,3,0,majority
41.0,4,4,5.0,1,1,1,4,0,majority
19.0,4,4,1.0,1,1,3,2,0,majority
45.0,3,4,2.0,0,1,3,3,0,majority
35.0,1,2,5.0,1,1,2,2,1,majority
21.0,2,2,1.0,1,1,3,2,0,majority
32.0,1,2,6.0,0,1,2,3,0,majority
32.0,3,4,5.0,0,1,3,4,0,majority
46.0,2,3,6.0,0,0,3,4,0,majority
41.0,1,2,6.0,1,1,3,3,0,majority
36.0,4,4,3.0,0,1,3,4,0,majority
37.0,3,4,3.0,0,1,3,4,0,majority
37.0,3,4,4.0,0,1,2,4,0,majority
35.0,4,4,3.0,0,1,3,4,0,majority
29.0,2,3,4.0,1,1,3,2,0,majority
28.0,4,4,2.0,0,1,2,4,0,majority
46.0,4,4,4.0,0,1,1,4,0,majority
34.0,4,3,3.0,0,1,2,4,0,majority
43.0,3,3,2.0,0,0,3,4,0,majority
28.0,4,4,3.0,0,0,3,4,0,majority
28.0,3,3,3.0,1,0,2,4,0,majority
34.0,4,4,6.0,1,1,2,2,0,majority
27.0,2,4,4.0,1,1,3,4,0,majority
36.0,1,3,6.0,1,1,3,2,0,majority
17.0,2,2,0.0,1,0,3,2,0,majority
21.0,3,3,1.0,1,1,3,2,0,majority
25.0,2,2,1.0,1,1,3,1,0,majority
23.0,2,3,2.0,1,0,3,2,0,majority
25.0,2,2,1.0,1,1,3,3,0,majority
35.0,1,2,4.0,1,0,4,4,0,majority
32.0,3,4,4.0,1,1,3,2,0,majority
37.0,2,3,5.0,1,1,4,2,0,majority
31.0,3,4,4.0,1,0,3,3,0,majority
25.0,3,4,3.0,1,1,3,4,0,majority
26.0,3,4,4.0,1,1,2,4,0,majority
39.0,1,2,2.0,1,0,2,4,0,majority
21.0,3,3,2.0,1,1,2,3,0,majority
35.0,3,2,9.0,1,0,3,4,0,majority
20.0,2,2,1.0,1,1,3,2,0,majority
40.0,2,3,5.0,1,1,3,3,0,majority
41.0,3,3,7.0,0,1,2,4,0,majority
36.0,2,4,8.0,1,1,1,4,0,majority
40.0,2,4,3.0,0,1,3,4,0,majority
32.0,4,4,3.0,1,0,1,4,0,majority
24.0,3,4,4.0,1,1,2,3,0,majority
20.0,3,4,1.0,0,1,2,4,0,majority
32.0,4,4,4.0,1,0,1,4,0,majority
22.0,2,2,3.0,1,0,3,3,0,majority
30.0,3,3,4.0,1,0,2,2,0,majority
31.0,4,4,3.0,1,0,1,4,0,majority
35.0,3,4,5.0,1,1,1,4,0,majority
38.0,4,4,2.0,1,1,3,4,0,majority
31.0,4,4,1.0,1,1,1,4,0,majority
25.0,4,4,2.0,1,1,2,4,0,majority
30.0,4,4,2.0,1,1,1,4,0,majority
22.0,1,2,2.0,1,1,3,4,0,majority
31.0,4,4,3.0,1,1,1,4,0,majority
29.0,4,4,3.0,1,1,3,4,0,majority
29.0,2,3,3.0,1,0,3,2,0,majority
38.0,4,4,3.0,0,0,3,3,1,majority
22.0,3,4,2.0,1,1,2,4,0,majority
45.0,4,4,3.0,1,1,1,4,0,majority
26.0,3,4,3.0,1,1,3,2,0,majority
37.0,4,4,3.0,0,1,3,4,0,majority
36.0,4,4,3.0,0,1,2,4,0,majority
33.0,4,4,2.0,1,1,2,4,0,majority
32.0,4,4,3.0,1,0,1,4,0,majority
35.0,4,4,4.0,0,0,1,4,0,majority
25.0,4,4,1.0,1,1,1,4,0,majority
31.0,4,4,3.0,1,1,4,4,0,majority
25.0,2,3,5.0,1,1,2,3,0,majority
26.0,3,2,5.0,1,1,2,2,0,majority
23.0,2,3,3.0,1,1,2,3,0,majority
28.0,3,4,3.0,1,1,1,4,0,majority
34.0,3,4,3.0,0,0,3,4,0,majority
46.0,3,4,9.0,1,1,3,4,0,majority
25.0,4,4,1.0,1,1,1,4,0,majority
21.0,2,1,3.0,1,0,3,1,1,majority
25.0,2,3,4.0,1,0,3,2,0,majority
28.0,2,3,6.0,1,1,2,4,0,majority
36.0,2,4,11.0,1,1,1,4,1,majority
46.0,1,2,9.0,1,0,3,4,1,majority
35.0,2,2,6.0,1,0,3,1,1,minority
41.0,3,2,11.0,1,1,2,3,0,minority
27.0,2,4,1.0,1,0,1,1,0,minority
25.0,4,4,0.0,1,0,3,4,0,minority
23.0,2,2,2.0,1,1,3,3,0,minority
48.0,1,1,1.0,1,0,3,3,1,minority
23.0,4,4,0.0,1,0,1,4,0,minority
31.0,3,4,2.0,1,1,3,3,0,minority
49.0,4,4,1.0,1,1,3,4,0,minority
42.0,2,3,2.0,1,1,1,4,0,minority
26.0,2,4,3.0,1,1,3,4,0,minority
21.0,2,2,1.0,1,1,3,2,0,minority
29.0,3,4,4.0,1,1,1,4,0,minority
38.0,1,2,12.0,1,1,2,3,0,minority
25.0,4,4,2.0,1,1,3,2,0,minority
22.0,4,4,0.0,1,1,3,2,0,minority
20.0,3,4,0.0,1,1,3,3,0,minority
35.0,4,4,1.0,1,1,1,3,0,minority
32.0,2,3,1.0,1,1,3,3,0,minority
38.0,2,4,3.0,1,1,1,3,0,minority
27.0,1,2,4.0,1,1,1,4,1,minority
41.0,2,4,1.0,1,1,2,3,0,minority
28.0,3,4,0.0,1,0,1,3,0,minority
23.0,4,4,1.0,1,0,3,3,0,minority
27.0,4,4,1.0,0,0,2,4,0,minority
33.0,4,4,2.0,0,1,1,4,0,minority
39.0,2,2,5.0,1,0,3,2,1,minority
41.0,2,2,5.0,0,1,2,2,0,minority
40.0,2,2,8.0,1,1,1,3,0,minority
43.0,3,4,10.0,1,1,3,3,0,minority
35.0,3,4,6.0,1,0,2,2,0,minority
32.0,3,4,0.0,1,1,3,4,0,minority
49.0,2,3,4.0,1,1,2,3,0,minority
47.0,2,2,4.0,1,1,3,1,0,minority
42.0,4,4,1.0,1,1,2,4,0,minority
48.0,4,4,4.0,0,1,1,4,0,minority
42.0,4,4,3.0,1,1,1,4,0,minority
37.0,4,4,2.0,1,1,1,4,0,minority
23.0,3,3,1.0,1,0,2,4,0,minority
24.0,3,4,0.0,1,0,2,3,0,minority
43.0,2,3,3.0,0,1,2,3,0,minority
24.0,3,3,2.0,1,0,3,2,0,minority
29.0,2,4,0.0,1,0,3,4,0,minority
45.0,1,1,0.0,0,0,2,1,0,minority
31.0,4,4,3.0,1,0,2,3,0,minority
44.0,1,4,9.0,1,1,1,2,0,minority
28.0,2,3,1.0,1,1,3,1,0,minority
28.0,3,4,1.0,0,1,2,2,0,minority
33.0,1,2,0.0,1,0,3,3,0,minority
43.0,4,4,6.0,1,1,1,3,0,minority
34.0,3,4,4.0,1,1,1,3,0,minority
36.0,1,4,2.0,1,1,2,2,0,minority
22.0,4,4,0.0,1,0,2,4,0,minority
35.0,2,3,8.0,1,1,3,3,1,minority
25.0,4,4,1.0,1,1,1,4,0,minority
43.0,1,2,8.0,1,1,2,2,1,minority
46.0,1,4,8.0,1,1,1,4,1,minority
27.0,3,4,2.0,1,1,1,3,0,minority
30.0,1,1,7.0,1,1,2,3,0,minority
25.0,4,4,1.0,1,1,3,4,0,minority
42.0,4,4,1.0,1,0,1,4,0,minority
30.0,1,3,1.0,1,1,3,4,0,minority
27.0,3,3,4.0,1,1,2,4,0,minority
45.0,2,3,11.0,1,1,2,3,0,minority
29.0,3,4,2.0,1,1,1,3,0,minority
36.0,1,4,1.0,1,1,3,3,0,minority
49.0,1,2,8.0,1,1,3,1,1,minority
47.0,1,4,7.0,1,1,2,3,0,minority
30.0,4,4,4.0,1,1,2,4,0,minority
24.0,2,3,2.0,1,1,3,1,0,minority
48.0,1,1,6.0,1,1,2,3,1,minority
47.0,1,2,2.0,1,1,2,3,1,minority
24.0,3,4,1.0,1,0,3,3,0,minority
48.0,3,4,5.0,1,1,2,3,0,minority
38.0,1,2,8.0,1,1,3,3,1,minority
45.0,3,4,0.0,1,1,1,3,0,minority
43.0,4,4,3.0,0,1,2,4,0,minority
33.0,1,1,5.0,1,1,3,1,1,minority
37.0,3,4,7.0,1,1,3,4,0,minority
36.0,2,1,6.0,1,1,2,3,0,minority
25.0,3,4,3.0,1,1,1,1,0,minority
49.0,4,4,6.0,0,0,1,4,0,minority
30.0,4,4,1.0,1,0,1,4,0,minority
35.0,4,4,5.0,1,1,1,4,0,minority
28.0,2,4,0.0,1,1,3,1,0,minority
30.0,4,2,0.0,1,0,3,3,0,minority
27.0,4,4,2.0,1,0,1,4,0,minority
45.0,2,4,8.0,1,1,2,3,0,minority
46.0,3,1,5.0,1,1,3,2,0,minority
28.0,1,4,0.0,1,0,4,1,0,minority
21.0,2,4,0.0,1,1,2,2,0,minority
20.0,3,4,2.0,1,1,3,3,0,minority
28.0,3,3,5.0,1,1,3,3,0,minority
25.0,3,3,1.0,1,1,2,2,0,minority
38.0,1,2,6.0,1,1,2,1,1,minority
20.0,3,4,1.0,1,1,3,2,0,minority
24.0,3,4,2.0,1,1,2,4,0,minority
39.0,3,1,1.0,1,1,2,3,0,minority
25.0,1,3,1.0,1,1,4,2,0,minority
23.0,3,4,4.0,1,1,3,1,1,minority
24.0,4,4,1.0,1,0,1,3,0,minority
26.0,4,4,3.0,1,1,1,4,0,minority
20.0,3,4,2.0,1,1,3,2,0,minority
31.0,3,3,1.0,1,0,3,4,0,minority
22.0,4,4,0.0,1,1,2,1,1,minority
36.0,2,3,6.0,1,1,2,3,0,minority
45.0,3,4,0.0,1,1,1,3,0,minority
47.0,2,2,7.0,1,1,2,2,0,minority
30.0,2,3,1.0,1,1,2,1,0,minority
